"'Account No. Description","'Actual 2022-2023","'Original Estimated 2023-2024","'Estimated 2024-2025",
"'355 Travel","'0","'150","'150",
"'399 Other Contracted Services","'3,238","'4,000","'4,000",
"'435 Office Supplies","'363","'550","'550",
"'499 Other Supplies and Materials","'0","'680","'680",
"'524 In-Service/Staff Development","'0","'100","'100",
"'599 Other Charges","'94","'100","'100",
"'Total Preservation of Records","'43,005","'43,238","'56,689",
"'Total General Administration","'1,693,719","'2,439,150","'2,166,651",
"'52000 FINANCE","'","'","'",
"'52100 Accounting and Budgeting","'","'","'",
"'101 Administrative Officer","'86,395","'90,715","'95,251",
"'103 Assistants","'45,000","'47,251","'50,000",
"'119 Accounts/Bookkeepers","'120,612","'131,450","'135,850",
"'140 Salary Supplement","'6,375","'7,125","'7,875",
"'186 Longevity Pay","'3,200","'3,500","'3,800",
"'317 Data Processing Services","'21,005","'22,629","'44,054",
"'332 Legal Notices Rec Court Costs","'5,778","'4,300","'6,500",
"'349 Printing Stationary Forms","'3,482","'5,500","'5,500",
"'355 Travel","'477","'2,100","'2,100",
"'399 Other Contracted Services","'2,579","'3,000","'3,400",
"'435 Office Supplies","'3,127","'3,500","'3,500",
"'508 Surety Bond","'100","'300","'300",
"'524 In-Service/Staff Development","'1,000","'1,000","'1,000",
"'719 Office Equipment","'1,716","'2,000","'2,000",
"'Total Accounting and Budgeting","'300,846","'324,370","'361,130",
"'52300 Property Assessor Office","'","'","'",
"'101 County Official","'86,395","'90,715","'95,251",
"'140 Salary Supplement","'2,758","'4,800","'4,100",
"'162 Clerical Personnel","'93,200","'127,147","'132,233",
"'186 Longevity Pay","'500","'1,100","'600",
"'187 Overtime Pay(Re-appraisal)","'2,579","'0","'0",
"'187-PY Overtime Pay( PY Re-appraisal)","'7,435","'0","'0",
"'312 Contracts with Private Agencies","'4,334","'10,000","'10,000",
"'317 Data Processing Services","'34,390","'38,500","'40,425",
"'332 Legal Notices","'145","'200","'200",
"'337 Maint and Repair-Office Equipment","'0","'1,000","'1,000",
"'338 Maint and Repair-Vehicle","'1,276","'2,000","'2,000",
"'349 Printing Stationary Forms","'1,704","'2,200","'2,310",
"'355 Travel","'2,563","'3,500","'3,500",
"'399 Other Contracted Services","'17,329","'7,000","'7,000",
"'425 Gasoline","'1,085","'3,000","'3,000",
"'435 Office Supplies","'1,669","'3,500","'3,500",
"'524 In-Service/Staff Development","'1,075","'4,000","'4,000",
"'599 Other Charges","'0","'5,000","'5,000",
"'719 Office Equipment","'3,479","'5,000","'6,000",
,,,

'Confidence Scores % (Table Cell)
""'96.14257813","'92.77343750","'94.58007813","'95.45898438",
"'93.35937500","'90.13671875","'91.89453125","'92.72460938",
"'91.60156250","'88.42773438","'90.13671875","'90.96679688",
"'93.26171875","'90.03906250","'91.79687500","'92.62695313",
"'93.84765625","'90.57617188","'92.33398438","'93.16406250",
"'93.40820313","'90.18554688","'91.89453125","'92.77343750",
"'90.08789063","'86.96289063","'88.67187500","'89.45312500",
"'95.70312500","'92.38281250","'94.14062500","'95.01953125",
"'95.45898438","'92.13867188","'93.94531250","'94.77539063",
"'71.48437500","'71.48437500","'71.48437500","'71.48437500",
"'54.00390625","'54.00390625","'54.00390625","'54.00390625",
"'91.50390625","'88.33007813","'90.03906250","'90.86914063",
"'91.79687500","'88.62304688","'90.33203125","'91.16210938",
"'93.70117188","'90.47851563","'92.18750000","'93.06640625",
"'93.31054688","'90.08789063","'91.84570313","'92.67578125",
"'92.18750000","'89.01367188","'90.72265625","'91.55273438",
"'91.16210938","'87.98828125","'89.69726563","'90.47851563",
"'92.23632813","'89.01367188","'90.77148438","'91.60156250",
"'91.84570313","'88.67187500","'90.38085938","'91.21093750",
"'89.69726563","'86.62109375","'88.28125000","'89.06250000",
"'92.33398438","'89.11132813","'90.82031250","'91.69921875",
"'92.48046875","'89.25781250","'90.96679688","'91.79687500",
"'91.06445313","'87.89062500","'89.59960938","'90.42968750",
"'90.96679688","'87.79296875","'89.50195313","'90.33203125",
"'90.33203125","'87.20703125","'88.86718750","'89.69726563",
"'95.60546875","'92.28515625","'94.04296875","'94.92187500",
"'68.84765625","'68.84765625","'68.84765625","'68.84765625",
"'74.41406250","'71.87500000","'73.24218750","'73.92578125",
"'93.21289063","'89.99023438","'91.74804688","'92.57812500",
"'89.79492188","'86.71875000","'88.37890625","'89.16015625",
"'89.79492188","'86.71875000","'88.37890625","'89.16015625",
"'91.69921875","'88.52539063","'90.23437500","'91.06445313",
"'92.62695313","'89.40429688","'91.11328125","'91.94335938",
"'90.38085938","'87.25585938","'88.91601563","'89.74609375",
"'91.25976563","'88.08593750","'89.74609375","'90.57617188",
"'92.87109375","'89.64843750","'91.35742188","'92.18750000",
"'91.06445313","'87.89062500","'89.59960938","'90.42968750",
"'89.79492188","'86.71875000","'88.37890625","'89.16015625",
"'92.62695313","'89.40429688","'91.11328125","'91.94335938",
"'89.94140625","'86.81640625","'88.52539063","'89.30664063",
"'92.62695313","'89.40429688","'91.11328125","'91.94335938",
"'91.06445313","'87.89062500","'89.59960938","'90.42968750",
"'93.16406250","'89.94140625","'91.69921875","'92.52929688",
"'91.65039063","'88.47656250","'90.18554688","'91.01562500",
"'92.33398438","'89.11132813","'90.82031250","'91.69921875",
"'94.92187500","'91.65039063","'93.40820313","'94.28710938",
