"'Account No. Description","'Actual 2022-2023","'Original Estimated 2023-2024","'Estimated 2024-2025",
"'43300 Fees","'","'","'",
"'43350 Copy Fees","'3,776","'2,000","'2,500",
"'43350-LIB Copy Fees-Library","'5,733","'5,000","'5,500",
"'43360 Library Fees","'1,852","'2,000","'1,800",
"'43365 Archives and Records Management Fees","'16,012","'15,000","'16,200",
"'43370 Telephone Commissions","'44,163","'50,000","'60,000",
"'43383 Additional Fees-Titling and Registration","'19,539","'15,000","'18,000",
"'43392 Data Processing Fees Register","'12,190","'13,000","'12,000",
"'43393 Probation Fees","'1,590","'1,500","'1,770",
"'43394 Data Processing Fees-Sheriff","'55","'100","'100",
"'43395 Sexual Offenders Registration Fees-Sheriff","'5,400","'5,500","'5,500",
"'43396 Data Processing Fee-County Clerk","'660","'700","'700",
"'43399 Vehicle Insurance Coverage and Reinstatement Fee","'1,330","'1,200","'2,200",
"'Total Charges for Fees","'112,300","'111,000","'126,270",
"'TOTAL CHARGES FOR CURRENT SERVICES","'1,268,849","'1,336,000","'1,251,270",
"'44000 OTHER LOCAL REVENUES","'","'","'",
"'44100 Recurring items","'","'","'",
"'44110 Investment Income","'1,476","'1,000","'0",
"'44110-LIB Investment Income-Library","'976","'500","'1,000",
"'44120 Lease/Rentals","'3,965","'4,081","'21,000",
"'44131 Commissary Sales","'14,529","'13,000","'15,000",
"'44170 Miscellaneous Refunds","'78,713","'12,000","'12,000",
"'Total Recurring Items","'99,659","'30,581","'49,000",
"'44500 Nonrecurring Items","'","'","'",
"'44530 Sale of Equipment","'0","'0","'0",
"'44540 Sale of Property","'0","'0","'0",
"'44570 Contributions and Gifts","'176","'0","'0",
"'44570-LIB Contributions and Gifts-Library","'3,614","'1,500","'1,000",
"'44990 Other Local Revenue","'3,869","'0","'0",
"'44990-LIB Other Local Revenue-Library","'2,275","'1,400","'1,500",
"'Total Nonrecurring Items","'9,934","'2,900","'2,500",
"'TOTAL OTHER LOCAL REVENUES","'109,593","'33,481","'51,500",
"'45000 FEES RECEIVED FROM COUNTY OFFICALS","'","'","'",
"'45100 Excess Fees","'","'","'",
"'45160 Juvenile Court Clerk","'7,115","'6,000","'6,960",
"'45190 Trustee","'101","'0","'0",
"'45500 Fees in Lieu of Salary","'","'","'",
"'45510 County Clerk","'267,002","'265,000","'265,000",
"'45520 Circuit Court Clerk","'17,948","'18,000","'40,000",
"'45540 General Sessions Court Clerk","'191,309","'180,000","'180,000",
"'45550 Clerk & Master","'90,701","'90,000","'80,000",
"'45580 Register","'140,898","'160,000","'140,000",
"'45590 Sheriff","'17,822","'20,000","'20,000",
,,,

'Confidence Scores % (Table Cell)
""'94.82421875","'94.23828125","'95.01953125","'96.14257813",
"'66.65039063","'66.65039063","'66.65039063","'66.65039063",
"'84.03320313","'83.49609375","'84.17968750","'85.15625000",
"'91.79687500","'91.21093750","'91.94335938","'93.01757813",
"'91.79687500","'91.21093750","'91.94335938","'93.01757813",
"'90.77148438","'90.23437500","'90.96679688","'92.04101563",
"'90.47851563","'89.89257813","'90.67382813","'91.69921875",
"'91.50390625","'90.91796875","'91.69921875","'92.77343750",
"'90.77148438","'90.23437500","'90.96679688","'92.04101563",
"'90.38085938","'89.84375000","'90.57617188","'91.60156250",
"'91.89453125","'91.30859375","'92.04101563","'93.11523438",
"'92.23632813","'91.69921875","'92.43164063","'93.50585938",
"'89.50195313","'88.91601563","'89.64843750","'90.72265625",
"'87.98828125","'87.45117188","'88.18359375","'89.20898438",
"'94.18945313","'93.65234375","'94.38476563","'95.50781250",
"'93.99414063","'93.40820313","'94.18945313","'95.26367188",
"'73.19335938","'73.19335938","'73.19335938","'73.19335938",
"'54.19921875","'54.19921875","'54.19921875","'54.19921875",
"'90.77148438","'90.18554688","'90.91796875","'91.99218750",
"'91.35742188","'90.82031250","'91.55273438","'92.62695313",
"'91.89453125","'91.30859375","'92.04101563","'93.11523438",
"'90.47851563","'89.89257813","'90.67382813","'91.69921875",
"'90.96679688","'90.42968750","'91.16210938","'92.23632813",
"'94.43359375","'93.84765625","'94.62890625","'95.75195313",
"'70.01953125","'70.01953125","'70.01953125","'70.01953125",
"'83.39843750","'82.91015625","'83.59375000","'84.57031250",
"'89.99023438","'89.45312500","'90.18554688","'91.25976563",
"'90.08789063","'89.55078125","'90.28320313","'91.30859375",
"'91.35742188","'90.82031250","'91.55273438","'92.62695313",
"'87.84179688","'87.30468750","'88.03710938","'89.06250000",
"'90.86914063","'90.33203125","'91.06445313","'92.13867188",
"'94.18945313","'93.65234375","'94.38476563","'95.50781250",
"'93.55468750","'92.96875000","'93.75000000","'94.82421875",
"'65.38085938","'65.38085938","'65.38085938","'65.38085938",
"'51.95312500","'51.95312500","'51.95312500","'51.95312500",
"'89.69726563","'89.16015625","'89.89257813","'90.96679688",
"'92.52929688","'91.94335938","'92.72460938","'93.79882813",
"'50.29296875","'50.29296875","'50.29296875","'50.29296875",
"'89.55078125","'88.96484375","'89.69726563","'90.77148438",
"'91.94335938","'91.40625000","'92.13867188","'93.21289063",
"'92.33398438","'91.79687500","'92.52929688","'93.60351563",
"'90.77148438","'90.18554688","'90.91796875","'91.99218750",
"'90.67382813","'90.08789063","'90.82031250","'91.89453125",
"'92.67578125","'92.08984375","'92.87109375","'93.94531250",
