"'Total American Rescue Plan Fund","'3,046,361",
"'HIGHWAY/PUBLIC WORKS FUND","'",
"'61000 Administration","'363,289",
"'62000 Highway and Bridge Maintenance","'3,023,683",
"'63100 Operation and Maintenance of Equipment","'689,810",
"'65000 Other Charges","'148,500",
"'66000 Employee Benefits","'1,315,000",
"'68000 Capital Outlay","'3,503,000",
"'99100 Transfers to Other Funds","'143,373",
"'Total Highway/Public Works Fund","'9,186,655",
"'GENERAL PURPOSE SCHOOL FUND","'",
"'71000 Instruction","'",
"'71100 Regular Instruction Program","'16,193,159",
"'71150 Alternative Instruction Program","'297,165",
"'71200 Special Education Program","'3,873,641",
"'71300 Vocational Education Program","'1,840,162",
"'72000 Support Services","'",
"'72110 Attendance","'221,255",
"'72120 Health Services","'850,892",
"'72130 Other Student Support","'1,248,128",
"'72210 Regular Instruction Program","'1,558,117",
"'72220 Special Education Program","'312,981",
"'72230 Vocational Education Program","'231,125",
"'72250 Technology","'463,782",
"'72290 Other Programs","'35,000",
"'72310 Board of Education","'716,803",
"'72320 Director of Schools","'330,801",
"'72410 Office of Principals","'2,090,218",
"'72510 Fiscal Services","'50,000",
"'72610 Operation of Plant","'2,681,750",
"'72620 Maintenance of Plant","'1,360,002",
"'72710 Transportation","'2,236,715",
"'72810 Central and Other","'180,383",
"'73000 Operation of Non-Instructional Services","'",
"'73100 Food Service","'44,809",
"'73300 Community Services","'115,277",
"'73400 Early Childhood Education","'519,555",
"'76000 Capital Outlay","'",
"'76100 Regular Capital Outlay","'1,668,254",
,

'Confidence Scores % (Table Cell)
""'33.74023438","'71.63085938",
"'64.06250000","'64.06250000",
"'40.06347656","'85.05859375",
"'40.45410156","'85.88867188",
"'40.35644531","'85.69335938",
"'40.47851563","'85.93750000",
"'40.60058594","'86.23046875",
"'40.67382813","'86.32812500",
"'38.98925781","'82.76367188",
"'34.42382813","'73.09570313",
"'73.33984375","'73.33984375",
"'57.95898438","'57.95898438",
"'41.04003906","'87.15820313",
"'40.16113281","'85.30273438",
"'40.33203125","'85.64453125",
"'41.08886719","'87.20703125",
"'65.33203125","'65.33203125",
"'41.23535156","'87.54882813",
"'39.30664063","'83.44726563",
"'40.45410156","'85.88867188",
"'39.57519531","'84.03320313",
"'39.72167969","'84.32617188",
"'39.23339844","'83.30078125",
"'39.74609375","'84.37500000",
"'39.20898438","'83.20312500",
"'39.08691406","'82.95898438",
"'38.94042969","'82.71484375",
"'39.67285156","'84.22851563",
"'38.20800781","'81.10351563",
"'39.23339844","'83.30078125",
"'38.81835938","'82.42187500",
"'39.86816406","'84.61914063",
"'40.35644531","'85.69335938",
"'57.17773438","'57.17773438",
"'39.67285156","'84.22851563",
"'37.20703125","'79.00390625",
"'40.64941406","'86.32812500",
"'58.59375000","'58.59375000",
"'41.89453125","'88.96484375",
