"'Account No. Description","'Actual 2022-2023","'Original Estimated 2023-2024","'Estimated 2024-2025",
"'332 Legal Notices, Rec and Court Costs","'2,733","'4,500","'4,500",
"'337 Maint and Repair-Office Equip","'0","'1,500","'1,500",
"'349 Printing Stationary and Forms","'2,503","'4,000","'9,000",
"'351 Rentals","'1,250","'2,500","'3,000",
"'355 Travel","'2,640","'4,000","'4,000",
"'399 Other Contracted Services","'15,872","'25,000","'25,000",
"'435 Office Supplies","'2,317","'4,000","'5,000",
"'719 Office Equipment","'770","'4,000","'5,000",
"'790 Other Equipment","'0","'474,989","'0",
"'Total Election Commission","'206,460","'725,837","'270,823",
"'51600 Register of Deeds","'","'","'",
"'101 County Official","'86,395","'90,715","'95,251",
"'106 Deputy","'33,169","'34,828","'36,222",
"'140 Salary Supplement","'2,508","'4,150","'4,500",
"'162 Clerical Personnel","'27,797","'29,187","'30,355",
"'186 Longevity Pay","'1,500","'1,600","'2,200",
"'317 Data Processing Services","'12,238","'16,000","'16,000",
"'332 Legal Notices, Recording and Court Costs","'0","'22","'22",
"'337 Maint and Repair Services","'1,183","'2,500","'2,500",
"'355 Travel","'503","'2,000","'2,000",
"'399 Other Contracted Services","'200","'200","'200",
"'435 Office Supplies","'1,736","'2,400","'2,400",
"'524 In-Service/Staff Development","'865","'1,000","'1,200",
"'719 Office Equipment","'980","'2,000","'2,000",
"'Total Register of Deeds","'169,074","'186,602","'194,850",
"'51720 Planning","'","'","'",
"'105 Supervisor/Director","'62,000","'65,101","'67,705",
"'106 Deputy(s)","'35,610","'37,391","'38,887",
"'140 Salary Supplement","'0","'0","'750",
"'162 Clerical Personnel","'26,804","'28,145","'29,271",
"'186 Longevity Pay","'900","'1,000","'1,100",
"'191 Board and Committee Member Fees","'2,675","'3,900","'4,200",
"'196 In-Service Training","'0","'3,000","'0",
"'312 Contracts with Private Agencies","'13,200","'18,000","'18,000",
"'317 Data Processing Service","'2,532","'3,000","'3,120",
"'331 Legal Services","'10,186","'12,000","'12,000",
"'332 Legal Notices, Recording & Court Costs","'3,243","'5,000","'5,000",
"'338 Maint and Repair Services-Vehicle","'358","'2,500","'2,500",
"'349 Printing, Stationary, and Forms","'1,020","'1,500","'1,500",
"'355 Travel","'298","'1,500","'1,500",
"'399 Other Contracted Services","'36,495","'35,000","'35,000",
"'399-LAND Other Contracted Services-Land Use Plan","'0","'0","'149,194",
"'425 Gasoline","'3,758","'4,500","'4,500",
"'435 Office Supplies","'839","'1,200","'1,200",
"'499 Other Supplies and Materials","'230","'800","'800",
"'524 In-Service/Staff Development","'2,199","'1,500","'4,500",
"'718 Motor Vehicles","'0","'0","'0",
,,,

'Confidence Scores % (Table Cell)
""'92.82226563","'94.28710938","'95.41015625","'96.14257813",
"'89.50195313","'90.86914063","'91.94335938","'92.67578125",
"'87.50000000","'88.86718750","'89.94140625","'90.62500000",
"'89.50195313","'90.86914063","'91.94335938","'92.67578125",
"'88.23242188","'89.59960938","'90.62500000","'91.30859375",
"'89.89257813","'91.30859375","'92.38281250","'93.06640625",
"'89.94140625","'91.35742188","'92.43164063","'93.11523438",
"'89.40429688","'90.82031250","'91.84570313","'92.57812500",
"'89.99023438","'91.40625000","'92.48046875","'93.16406250",
"'86.81640625","'88.18359375","'89.20898438","'89.89257813",
"'92.72460938","'94.14062500","'95.26367188","'95.99609375",
"'68.26171875","'68.26171875","'68.26171875","'68.26171875",
"'82.47070313","'83.78906250","'84.76562500","'85.40039063",
"'89.01367188","'90.42968750","'91.50390625","'92.18750000",
"'88.28125000","'89.64843750","'90.67382813","'91.35742188",
"'87.50000000","'88.86718750","'89.89257813","'90.57617188",
"'89.11132813","'90.52734375","'91.60156250","'92.28515625",
"'87.69531250","'89.06250000","'90.13671875","'90.82031250",
"'89.01367188","'90.42968750","'91.50390625","'92.18750000",
"'87.69531250","'89.06250000","'90.13671875","'90.82031250",
"'89.25781250","'90.67382813","'91.74804688","'92.43164063",
"'88.08593750","'89.45312500","'90.47851563","'91.21093750",
"'89.84375000","'91.25976563","'92.33398438","'93.01757813",
"'87.59765625","'88.96484375","'90.03906250","'90.72265625",
"'83.34960938","'84.66796875","'85.64453125","'86.27929688",
"'92.23632813","'93.70117188","'94.77539063","'95.50781250",
"'70.55664063","'70.55664063","'70.55664063","'70.55664063",
"'76.12304688","'77.29492188","'78.22265625","'78.80859375",
"'87.54882813","'88.91601563","'89.99023438","'90.67382813",
"'86.52343750","'87.89062500","'88.91601563","'89.59960938",
"'88.13476563","'89.50195313","'90.52734375","'91.25976563",
"'88.72070313","'90.08789063","'91.16210938","'91.84570313",
"'84.76562500","'86.08398438","'87.10937500","'87.79296875",
"'89.64843750","'91.01562500","'92.08984375","'92.82226563",
"'88.08593750","'89.45312500","'90.47851563","'91.21093750",
"'87.06054688","'88.42773438","'89.45312500","'90.13671875",
"'87.54882813","'88.91601563","'89.99023438","'90.67382813",
"'89.11132813","'90.52734375","'91.60156250","'92.28515625",
"'88.13476563","'89.50195313","'90.52734375","'91.25976563",
"'87.30468750","'88.67187500","'89.69726563","'90.38085938",
"'87.93945313","'89.30664063","'90.38085938","'91.06445313",
"'89.40429688","'90.82031250","'91.84570313","'92.57812500",
"'89.55078125","'90.91796875","'91.99218750","'92.72460938",
"'89.45312500","'90.82031250","'91.89453125","'92.62695313",
"'90.28320313","'91.69921875","'92.77343750","'93.45703125",
"'89.99023438","'91.40625000","'92.48046875","'93.16406250",
"'90.57617188","'91.99218750","'93.11523438","'93.79882813",
"'91.40625000","'92.82226563","'93.94531250","'94.67773438",
