"'Account No. Description","'Actual 2022-2023","'Original Estimated 2023-2024","'Estimated 2024-2025",
"'45610 Trustee","'448,868","'440,000","'450,000",
"'TOTAL FEES RECEIVED FROM COUNTY OFFICIALS","'1,181,764","'1,179,000","'1,181,960",
"'46000 STATE OF TENNESSEE","'","'","'",
"'46100 General Government Grants","'","'","'",
"'46110 Juvenile Service Program","'9,000","'9,000","'9,000",
"'Total General Government Grants","'9,000","'9,000","'9,000",
"'46200 Public Safety Grants","'","'","'",
"'46210 Law Enforcement Training Programs","'21,600","'29,000","'30,400",
"'46240 School Resource Officer Grants","'0","'0","'375,000",
"'46290 Other Public Safety Grants","'","'0","'0",
"'46290-SEC Other Public Safety Grants-Security Officer","'0","'0","'0",
"'46290-TCI Other Public Safety Grants-TN Correction Institute","'9,873","'0","'0",
"'46290-TDDTF Other Public Safety Grants-TN Dangerous Drug Task Force","'0","'0","'145,200",
"'46290-TLETA Other Public Safety Grants-TN Law Enforcement Training","'0","'0","'40,000",
"'46290-VCIF Other Public Safety Grants-Violent Crime Intervention","'0","'0","'15,000",
"'Total Public Safety Grants","'31,473","'29,000","'605,600",
"'46300 Health and Welfare Grants","'","'","'",
"'46310 Health Department Programs","'210,381","'324,190","'347,775",
"'46330 Emergency Medical Service Training Programs","'0","'0","'24,000",
"'46390 Other Health and Welfare Grants","'0","'0","'0",
"'Total Health and Welfare Grants","'210,381","'324,190","'371,775",
"'46800 Other State Revenues","'","'","'",
"'46820 Income Tax","'696","'3,405","'700",
"'46830 Beer Tax","'19,200","'19,000","'19,000",
"'46835 Vehicle Certificates of Title Fees","'7,028","'7,000","'7,000",
"'46840 Alcoholic Beverage Tax","'94,930","'95,000","'95,000",
"'46845 Opioid Settlement Funds-TN Abatement Council","'151,344","'0","'165,160",
"'46851 State Revenue Sharing-TVA","'647,557","'647,556","'667,705",
"'46852 State Revenue Sharing-Telecommunications","'54,431","'57,000","'54,500",
"'46855 State Shared Sports Gaming","'34,891","'30,000","'35,000",
"'46915 Contracted Prisoner Boarding","'208,444","'150,000","'200,000",
"'46960 Registrar's Salary Supplement","'18,955","'15,164","'18,955",
"'46980 Other State Grants","'0","'400,000","'0",
"'46980-LAND Other State Grants-Land Use Plan","'0","'0","'25,000",
"'46980-LIB Other State Grants-Library","'11,880","'10,000","'3,000",
"'46980-TOUR Other State Grants-Tourism","'0","'0","'0",
"'46990 Other State Revenues","'12,725","'4,000","'8,000",
"'Total Other State Revenues","'1,262,081","'1,438,125","'1,299,020",
"'TOTAL STATE OF TENNESSEE","'1,512,935","'1,800,315","'2,285,395",
,,,

'Confidence Scores % (Table Cell)
""'94.67773438","'93.40820313","'94.38476563","'94.67773438",
"'83.49609375","'82.32421875","'83.20312500","'83.49609375",
"'94.14062500","'92.82226563","'93.84765625","'94.14062500",
"'64.50195313","'64.50195313","'64.50195313","'64.50195313",
"'47.55859375","'47.55859375","'47.55859375","'47.55859375",
"'79.58984375","'78.51562500","'79.34570313","'79.58984375",
"'94.23828125","'92.91992188","'93.94531250","'94.23828125",
"'59.91210938","'59.91210938","'59.91210938","'59.91210938",
"'81.93359375","'80.81054688","'81.68945313","'81.93359375",
"'89.55078125","'88.33007813","'89.30664063","'89.55078125",
"'91.21093750","'89.94140625","'90.91796875","'91.21093750",
"'91.35742188","'90.08789063","'91.06445313","'91.35742188",
"'89.25781250","'88.03710938","'88.96484375","'89.25781250",
"'90.03906250","'88.81835938","'89.74609375","'90.03906250",
"'90.28320313","'89.01367188","'89.99023438","'90.28320313",
"'90.86914063","'89.64843750","'90.62500000","'90.86914063",
"'94.43359375","'93.16406250","'94.14062500","'94.43359375",
"'67.57812500","'67.57812500","'67.57812500","'67.57812500",
"'76.31835938","'75.24414063","'76.07421875","'76.31835938",
"'91.35742188","'90.08789063","'91.06445313","'91.35742188",
"'87.45117188","'86.27929688","'87.20703125","'87.45117188",
"'94.43359375","'93.16406250","'94.14062500","'94.43359375",
"'68.99414063","'68.99414063","'68.99414063","'68.99414063",
"'77.68554688","'76.61132813","'77.44140625","'77.68554688",
"'91.50390625","'90.23437500","'91.21093750","'91.50390625",
"'89.50195313","'88.28125000","'89.25781250","'89.50195313",
"'88.62304688","'87.40234375","'88.37890625","'88.62304688",
"'91.30859375","'90.03906250","'91.01562500","'91.30859375",
"'89.69726563","'88.47656250","'89.45312500","'89.69726563",
"'89.45312500","'88.18359375","'89.16015625","'89.45312500",
"'90.62500000","'89.35546875","'90.33203125","'90.62500000",
"'89.50195313","'88.28125000","'89.25781250","'89.50195313",
"'89.74609375","'88.52539063","'89.50195313","'89.74609375",
"'87.93945313","'86.71875000","'87.64648438","'87.93945313",
"'91.84570313","'90.57617188","'91.55273438","'91.84570313",
"'90.72265625","'89.45312500","'90.42968750","'90.72265625",
"'88.03710938","'86.81640625","'87.74414063","'88.03710938",
"'91.25976563","'89.99023438","'90.96679688","'91.25976563",
"'94.33593750","'93.06640625","'94.09179688","'94.33593750",
"'94.33593750","'93.06640625","'94.09179688","'94.33593750",
