"'Account No.","'Description","'Actual 2019-2020","'Original Estimated 2020-2021","'Estimated 2021-2022",
"'50.43945313","'65.91796875","'88.47656250","'89.99023438","'88.67187500",
"'51.41601563","'67.23632813","'90.18554688","'91.69921875","'90.38085938",
"'51.90429688","'67.87109375","'91.06445313","'92.62695313","'91.25976563",
"'51.66015625","'67.52929688","'90.62500000","'92.13867188","'90.82031250",
"'50.53710938","'66.06445313","'88.67187500","'90.13671875","'88.81835938",
"'51.56250000","'67.43164063","'90.47851563","'91.99218750","'90.67382813",
"'51.61132813","'67.48046875","'90.52734375","'92.04101563","'90.72265625",
"'51.22070313","'66.99218750","'89.84375000","'91.40625000","'90.03906250",
"'50.87890625","'66.50390625","'89.25781250","'90.77148438","'89.45312500",
"'44.84863281","'58.64257813","'78.71093750","'80.02929688","'78.85742188",
"'51.90429688","'67.87109375","'91.06445313","'92.62695313","'91.25976563",
"'50.83007813","'66.45507813","'89.16015625","'90.67382813","'89.35546875",
"'51.31835938","'67.08984375","'90.03906250","'91.60156250","'90.23437500",
"'51.07421875","'66.79687500","'89.64843750","'91.16210938","'89.79492188",
"'51.85546875","'67.77343750","'90.91796875","'92.48046875","'91.11328125",
"'51.22070313","'66.99218750","'89.84375000","'91.40625000","'90.03906250",
"'50.87890625","'66.55273438","'89.30664063","'90.82031250","'89.50195313",
"'50.48828125","'66.01562500","'88.62304688","'90.08789063","'88.76953125",
"'50.19531250","'65.62500000","'88.03710938","'89.55078125","'88.23242188",
"'51.02539063","'66.74804688","'89.55078125","'91.06445313","'89.74609375",
"'49.73144531","'65.03906250","'87.25585938","'88.72070313","'87.45117188",
"'50.34179688","'65.82031250","'88.28125000","'89.79492188","'88.47656250",
"'50.83007813","'66.50390625","'89.20898438","'90.72265625","'89.40429688",
"'50.63476563","'66.21093750","'88.86718750","'90.33203125","'89.01367188",
"'50.58593750","'66.16210938","'88.76953125","'90.23437500","'88.91601563",
"'50.83007813","'66.50390625","'89.20898438","'90.72265625","'89.40429688",
"'50.78125000","'66.40625000","'89.11132813","'90.62500000","'89.30664063",
"'50.78125000","'66.40625000","'89.06250000","'90.57617188","'89.25781250",
"'50.43945313","'65.96679688","'88.52539063","'90.03906250","'88.72070313",
"'50.09765625","'65.47851563","'87.89062500","'89.35546875","'88.03710938",
"'50.83007813","'66.45507813","'89.16015625","'90.67382813","'89.35546875",
"'50.83007813","'66.50390625","'89.20898438","'90.72265625","'89.40429688",
"'50.43945313","'65.91796875","'88.47656250","'89.99023438","'88.67187500",
"'51.07421875","'66.74804688","'89.59960938","'91.11328125","'89.79492188",
"'51.17187500","'66.94335938","'89.84375000","'91.35742188","'89.99023438",
"'49.63378906","'64.89257813","'87.06054688","'88.57421875","'87.25585938",
"'53.46679688","'69.92187500","'93.79882813","'95.41015625","'93.99414063",
"'39.99023438","'39.99023438","'39.99023438","'39.99023438","'39.99023438",
"'44.99511719","'58.83789063","'78.95507813","'80.27343750","'79.10156250",
"'50.78125000","'66.40625000","'89.06250000","'90.57617188","'89.25781250",
"'53.17382813","'69.53125000","'93.31054688","'94.87304688","'93.50585938",
