"'Account No.","'Description","'Actual 2019-2020","'Original Estimated 2020-2021","'Estimated 2021-2022",
"'41.87011719","'41.87011719","'83.20312500","'84.86328125","'88.76953125",
"'40.16113281","'40.16113281","'84.52148438","'86.18164063","'90.18554688",
"'42.43164063","'42.43164063","'84.13085938","'85.79101563","'89.74609375",
"'41.57714844","'41.57714844","'83.78906250","'85.44921875","'89.40429688",
"'40.06347656","'40.06347656","'85.35156250","'87.06054688","'91.11328125",
"'42.43164063","'42.43164063","'84.91210938","'86.62109375","'90.62500000",
"'41.30859375","'41.30859375","'85.35156250","'87.06054688","'91.11328125",
"'40.72265625","'40.72265625","'85.25390625","'86.91406250","'90.96679688",
"'42.62695313","'42.62695313","'83.20312500","'84.86328125","'88.76953125",
"'40.72265625","'40.72265625","'84.32617188","'85.98632813","'89.94140625",
"'41.21093750","'41.21093750","'85.88867188","'87.59765625","'91.65039063",
"'41.40625000","'41.40625000","'84.81445313","'86.52343750","'90.52734375",
"'38.15917969","'38.15917969","'85.15625000","'86.81640625","'90.86914063",
"'40.72265625","'40.72265625","'86.23046875","'87.93945313","'91.99218750",
"'40.20996094","'40.20996094","'84.32617188","'86.03515625","'89.99023438",
"'39.50195313","'39.50195313","'85.35156250","'87.06054688","'91.11328125",
"'40.06347656","'40.06347656","'86.86523438","'88.62304688","'92.72460938",
"'40.55175781","'40.55175781","'85.35156250","'87.06054688","'91.11328125",
"'40.72265625","'40.72265625","'84.61914063","'86.27929688","'90.28320313",
"'42.26074219","'42.26074219","'86.62109375","'88.33007813","'92.43164063",
"'41.40625000","'41.40625000","'85.35156250","'87.06054688","'91.11328125",
"'36.74316406","'36.74316406","'85.98632813","'87.69531250","'91.74804688",
"'42.33398438","'42.33398438","'88.86718750","'90.62500000","'94.82421875",
