"'51100 County Commission","'53,600",
"'51210 Board of Equalization","'3,500",
"'51220 Beer Board","'1,000",
"'51300 County Mayor","'153,031",
"'51400 County Attorney","'40,000",
"'51500 Election Commission(Including Voter Registration)","'725,837",
"'51600 Register of Deeds","'186,602",
"'51720 Planning","'227,837",
"'51800 County Building","'448,180",
"'51810 Other Facilities","'429,000",
"'51900 Other General Administration","'127,325",
"'51910 Preservation of Records","'43,238",
"'52100 Accounting and Budgeting","'324,370",
"'52300 Property Assessor's Office","'308,662",
"'52400 County Trustee's Office","'248,587",
"'52500 County Clerk's Office","'325,026",
"'53100 Circuit Court","'357,593",
"'53300 General Sessions Court","'243,458",
"'53310 General Sessions Judge","'4,000",
"'53400 Chancery Court","'195,320",
"'53700 Judicial Commissioners","'63,211",
"'53920 Courtroom Security","'0",
"'54110 Sheriff's Department","'2,903,020",
"'54160 Adm. Of Sexual Offender Registry","'7,500",
"'54210 Jail","'1,763,929",
"'54310 Fire Prevention and Control","'20,500",
"'54320 Rural Fire Protection","'150,000",
,

'Confidence Scores % (Table Cell)
""'95.06835938","'88.86718750",
"'92.91992188","'86.81640625",
"'92.72460938","'86.62109375",
"'92.67578125","'86.62109375",
"'92.13867188","'86.13281250",
"'92.28515625","'86.23046875",
"'92.82226563","'86.71875000",
"'93.06640625","'87.01171875",
"'92.57812500","'86.52343750",
"'92.28515625","'86.23046875",
"'93.40820313","'87.30468750",
"'93.75000000","'87.59765625",
"'93.40820313","'87.30468750",
"'91.65039063","'85.64453125",
"'93.16406250","'87.10937500",
"'92.91992188","'86.81640625",
"'92.23632813","'86.18164063",
"'93.31054688","'87.20703125",
"'93.11523438","'87.06054688",
"'92.13867188","'86.13281250",
"'92.08984375","'86.08398438",
"'91.35742188","'85.35156250",
"'92.28515625","'86.23046875",
"'91.35742188","'85.35156250",
"'90.82031250","'84.86328125",
"'91.60156250","'85.64453125",
"'93.89648438","'87.74414063",
