"'Account No. Description","'Actual 2021-2022","'Original Estimated 2022-2023","'Estimated 2023-2024",
"'43300 Fees","'","'","'",
"'43350 Copy Fees","'2,986","'1,700","'2,000",
"'43350-LIB Copy Fees-Library","'6,085","'5,000","'5,000",
"'43360 Library Fees","'899","'800","'2,000",
"'43365 Archives and Records Management Fees","'15,164","'12,000","'15,000",
"'43370 Telephone Commissions","'27,126","'25,000","'50,000",
"'43383 Additional Fees-Titling and Registration","'0","'0","'15,000",
"'43392 Data Processing Fees Register","'13,894","'14,000","'13,000",
"'43393 Probation Fees","'1,526","'1,300","'1,500",
"'43394 Data Processing Fees-Sheriff","'186","'150","'100",
"'43395 Sexual Offenders Registration Fees-Sheriff","'5,700","'5,500","'5,500",
"'43396 Data Processing Fee-County Clerk","'705","'600","'700",
"'43399 Vehicle Insurance Coverage and Reinstatement Fee","'1,330","'1,000","'1,200",
"'Total Charges for Fees","'75,601","'67,050","'111,000",
"'TOTAL CHARGES FOR CURRENT SERVICES","'1,215,078","'1,292,050","'1,336,000",
"'44000 OTHER LOCAL REVENUES","'","'","'",
"'44100 Recurring items","'","'","'",
"'44110 Investment Income","'758","'1,000","'1,000",
"'44110-LIB Investment Income-Library","'1,365","'1,500","'500",
"'44120 Lease/Rentals","'4,081","'5,000","'4,081",
"'44131 Commissary Sales","'14,321","'15,000","'13,000",
"'44170 Miscellaneous Refunds","'43,261","'12,000","'12,000",
"'Total Recurring Items","'63,786","'34,500","'30,581",
"'44500 Nonrecurring Items","'","'","'",
"'44530 Sale of Equipment","'12,720","'0","'0",
"'44530-AMB Sale of Equipment-Ambulance Service","'0","'0","'0",
"'44540 Sale of Property","'0","'0","'0",
"'44570 Contributions and Gifts","'0","'0","'0",
"'44570-AMB Contributions and Gifts-Ambulance Service","'0","'0","'0",
"'44570-LIB Contributions and Gifts-Library","'5,405","'2,500","'1,500",
"'44990 Other Local Revenue","'0","'0","'0",
"'44990-LIB Other Local Revenue-Library","'1,410","'0","'1,400",
"'Total Nonrecurring Items","'19,535","'2,500","'2,900",
"'TOTAL OTHER LOCAL REVENUES","'83,321","'37,000","'33,481",
"'45000 FEES RECEIVED FROM COUNTY OFFICALS","'","'","'",
"'45100 Excess Fees","'","'","'",
"'45160 Juvenile Court Clerk","'7,546","'0","'6,000",
"'45500 Fees in Lieu of Salary","'","'","'",
"'45510 County Clerk","'267,026","'260,000","'265,000",
"'45520 Circuit Court Clerk","'22,180","'18,000","'18,000",
"'45540 General Sessions Court Clerk","'186,283","'140,000","'180,000",
,,,

'Confidence Scores % (Table Cell)
""'86.47460938","'94.67773438","'94.14062500","'94.28710938",
"'68.26171875","'68.26171875","'68.26171875","'68.26171875",
"'69.92187500","'76.51367188","'76.12304688","'76.22070313",
"'82.51953125","'90.33203125","'89.84375000","'89.94140625",
"'82.17773438","'89.94140625","'89.45312500","'89.59960938",
"'81.49414063","'89.20898438","'88.72070313","'88.81835938",
"'81.49414063","'89.20898438","'88.72070313","'88.81835938",
"'81.10351563","'88.76953125","'88.28125000","'88.42773438",
"'81.83593750","'89.59960938","'89.06250000","'89.20898438",
"'80.71289063","'88.37890625","'87.89062500","'87.98828125",
"'82.32421875","'90.13671875","'89.64843750","'89.79492188",
"'82.22656250","'90.03906250","'89.55078125","'89.69726563",
"'80.17578125","'87.74414063","'87.25585938","'87.40234375",
"'80.51757813","'88.18359375","'87.69531250","'87.79296875",
"'85.64453125","'93.75000000","'93.21289063","'93.35937500",
"'84.66796875","'92.72460938","'92.18750000","'92.33398438",
"'76.07421875","'76.07421875","'76.07421875","'76.07421875",
"'51.36718750","'51.36718750","'51.36718750","'51.36718750",
"'79.05273438","'86.52343750","'86.03515625","'86.18164063",
"'83.10546875","'90.96679688","'90.47851563","'90.62500000",
"'83.59375000","'91.50390625","'90.96679688","'91.11328125",
"'81.54296875","'89.30664063","'88.81835938","'88.91601563",
"'75.48828125","'82.66601563","'82.17773438","'82.32421875",
"'85.83984375","'93.99414063","'93.45703125","'93.60351563",
"'75.14648438","'75.14648438","'75.14648438","'75.14648438",
"'70.11718750","'76.75781250","'76.31835938","'76.46484375",
"'80.32226563","'87.93945313","'87.45117188","'87.59765625",
"'80.85937500","'88.52539063","'87.98828125","'88.13476563",
"'82.12890625","'89.89257813","'89.40429688","'89.55078125",
"'82.56835938","'90.42968750","'89.89257813","'90.03906250",
"'81.83593750","'89.59960938","'89.06250000","'89.20898438",
"'82.22656250","'89.99023438","'89.50195313","'89.64843750",
"'82.66601563","'90.52734375","'89.99023438","'90.13671875",
"'85.93750000","'94.09179688","'93.55468750","'93.70117188",
"'84.61914063","'92.67578125","'92.13867188","'92.28515625",
"'62.59765625","'62.59765625","'62.59765625","'62.59765625",
"'49.51171875","'49.51171875","'49.51171875","'49.51171875",
"'81.88476563","'89.69726563","'89.16015625","'89.30664063",
"'48.92578125","'48.92578125","'48.92578125","'48.92578125",
"'81.54296875","'89.25781250","'88.76953125","'88.86718750",
"'83.44726563","'91.35742188","'90.82031250","'90.96679688",
"'85.79101563","'93.94531250","'93.40820313","'93.55468750",
