"'Total Highway/Public Works Fund","'8,707,078",
"'GENERAL PURPOSE SCHOOL FUND","'",
"'71000 Instruction","'",
"'71100 Regular Instruction Program","'16,377,394",
"'71150 Alternative Instruction Program","'288,810",
"'71200 Special Education Program","'3,720,911",
"'71300 Vocational Education Program","'1,337,238",
"'72000 Support Services","'",
"'72110 Attendance","'189,631",
"'72120 Health Services","'660,690",
"'72130 Other Student Support","'1,124,190",
"'72210 Regular Instruction Program","'1,476,210",
"'72220 Special Education Program","'133,398",
"'72230 Vocational Education Program","'212,557",
"'72250 Technology","'451,592",
"'72290 Other Programs","'35,000",
"'72310 Board of Education","'716,203",
"'72320 Director of Schools","'328,338",
"'72410 Office of Principals","'2,014,392",
"'72510 Fiscal Services","'50,000",
"'72610 Operation of Plant","'2,567,000",
"'72620 Maintenance of Plant","'1,333,258",
"'72710 Transportation","'2,546,304",
"'72810 Central and Other","'406,863",
"'73000 Operation of Non-Instructional Services","'",
"'73100 Food Service","'43,016",
"'73300 Community Services","'154,634",
"'73400 Early Childhood Education","'525,088",
"'76000 Capital Outlay","'",
"'76100 Regular Capital Outlay","'2,011,000",
"'99100 Transfers Out","'0",
"'Total General Purpose School Fund","'38,703,717",
"'GENERAL CAFETERIA FUND","'",
"'73100 Food Services","'2,899,494",
"'Total Central Cafeteria Fund","'2,899,494",
"'GENERAL DEBT SERVICE FUND","'",
"'82110 Principal-General Government","'577,487",
"'82120 Principal-Highway and Streets","'164,100",
"'82130 Principal-Education","'1,449,147",
"'82210 Interest-General Government","'161,454",
"'82220 Interest-Highway and Streets","'32,875",
,

'Confidence Scores % (Table Cell)
""'85.83984375","'43.45703125",
"'63.23242188","'63.23242188",
"'52.34375000","'52.34375000",
"'94.04296875","'47.60742188",
"'91.50390625","'46.33789063",
"'93.84765625","'47.50976563",
"'95.89843750","'48.53515625",
"'60.10742188","'60.10742188",
"'95.31250000","'48.26660156",
"'93.75000000","'47.46093750",
"'94.04296875","'47.60742188",
"'93.70117188","'47.43652344",
"'93.50585938","'47.33886719",
"'92.52929688","'46.82617188",
"'93.79882813","'47.48535156",
"'93.45703125","'47.31445313",
"'92.52929688","'46.82617188",
"'93.45703125","'47.31445313",
"'92.38281250","'46.75292969",
"'92.87109375","'47.02148438",
"'92.52929688","'46.82617188",
"'90.77148438","'45.97167969",
"'93.65234375","'47.41210938",
"'94.53125000","'47.85156250",
"'50.58593750","'50.58593750",
"'94.97070313","'48.09570313",
"'90.33203125","'45.72753906",
"'95.06835938","'48.14453125",
"'50.39062500","'50.39062500",
"'92.87109375","'47.02148438",
"'78.66210938","'39.84375000",
"'93.11523438","'47.14355469",
"'77.92968750","'77.92968750",
"'84.37500000","'42.70019531",
"'91.21093750","'46.19140625",
"'76.85546875","'76.85546875",
"'91.60156250","'46.36230469",
"'92.96875000","'47.07031250",
"'91.99218750","'46.55761719",
"'92.43164063","'46.77734375",
"'92.91992188","'47.04589844",
