"'Account No.","'Description","'Actual 2021-2022","'Original Estimated 2022-2023","'Estimated 2023-2024",
"'347 Pest","'Control","'1,485","'1,700","'1,800",
"'348","'Postal Charges","'3,950","'5,500","'5,700",
,,,,

'Confidence Scores % (Table Cell)
""'45.41015625","'51.85546875","'91.25976563","'92.28515625","'94.33593750",
"'44.99511719","'51.36718750","'90.42968750","'91.45507813","'93.50585938",
"'44.33593750","'50.63476563","'89.11132813","'90.13671875","'92.13867188",
"'47.65625000","'47.65625000","'47.65625000","'47.65625000","'47.65625000",
"'30.37109375","'34.69238281","'61.03515625","'61.76757813","'63.13476563",
"'41.82128906","'47.72949219","'84.03320313","'85.00976563","'86.91406250",
"'45.11718750","'51.51367188","'90.62500000","'91.69921875","'93.75000000",
"'48.92578125","'48.92578125","'48.92578125","'48.92578125","'48.92578125",
"'35.74218750","'40.82031250","'71.82617188","'72.65625000","'74.31640625",
"'41.84570313","'47.75390625","'84.08203125","'85.05859375","'86.96289063",
"'42.30957031","'48.31542969","'85.00976563","'85.98632813","'87.93945313",
"'41.47949219","'41.47949219","'91.06445313","'92.08984375","'94.18945313",
"'64.40429688","'64.40429688","'64.40429688","'64.40429688","'64.40429688",
"'42.26074219","'42.26074219","'42.26074219","'42.26074219","'42.26074219",
"'31.73828125","'36.23046875","'63.76953125","'64.50195313","'65.96679688",
"'43.38378906","'49.51171875","'87.15820313","'88.18359375","'90.13671875",
"'41.89453125","'47.85156250","'84.22851563","'85.20507813","'87.10937500",
"'42.89550781","'48.97460938","'86.18164063","'87.20703125","'89.16015625",
"'41.55273438","'47.43652344","'83.49609375","'84.47265625","'86.32812500",
"'42.08984375","'48.04687500","'84.57031250","'85.54687500","'87.45117188",
"'42.45605469","'48.46191406","'85.30273438","'86.27929688","'88.23242188",
"'40.23437500","'45.94726563","'80.85937500","'81.78710938","'83.64257813",
"'41.45507813","'47.33886719","'83.30078125","'84.27734375","'86.13281250",
"'41.08886719","'46.92382813","'82.56835938","'83.54492188","'85.40039063",
"'40.94238281","'46.72851563","'82.27539063","'83.20312500","'85.05859375",
"'41.16210938","'46.99707031","'82.71484375","'83.69140625","'85.54687500",
"'41.06445313","'46.89941406","'82.51953125","'83.49609375","'85.35156250",
"'41.74804688","'47.65625000","'83.88671875","'84.86328125","'86.76757813",
"'41.08886719","'46.92382813","'82.56835938","'83.54492188","'85.40039063",
"'41.04003906","'46.87500000","'82.47070313","'83.44726563","'85.30273438",
"'40.45410156","'46.19140625","'81.29882813","'82.27539063","'84.08203125",
"'42.01660156","'47.97363281","'84.42382813","'85.40039063","'87.30468750",
"'41.06445313","'46.89941406","'82.51953125","'83.49609375","'85.35156250",
"'40.52734375","'46.26464844","'81.44531250","'82.37304688","'84.22851563",
"'42.06542969","'48.02246094","'84.52148438","'85.49804688","'87.40234375",
"'41.01562500","'46.82617188","'82.42187500","'83.39843750","'85.25390625",
"'40.74707031","'46.53320313","'81.88476563","'82.86132813","'84.71679688",
"'42.52929688","'48.55957031","'85.49804688","'86.47460938","'88.37890625",
"'41.40625000","'47.26562500","'83.20312500","'84.17968750","'86.03515625",
"'41.35742188","'47.21679688","'83.10546875","'84.08203125","'85.98632813",
"'43.31054688","'49.43847656","'87.01171875","'88.03710938","'89.99023438",
"'42.30957031","'48.31542969","'85.00976563","'85.98632813","'87.93945313",
"'44.33593750","'50.63476563","'89.11132813","'90.13671875","'92.13867188",
