"'Account No. Description","'Actual 2020-2021","'Original Estimated 2021-2022","'Estimated 2022-2023",
"'332 Legal Notices, Recording & Court Costs","'1,217","'5,000","'5,000",
"'338 Maint and Repair Services-Vehicle","'3,796","'2,000","'2,000",
"'349 Printing, Stationary, and Forms","'1,086","'1,200","'1,200",
"'355 Travel","'0","'1,500","'1,500",
"'399 Other Contracted Services","'8,375","'21,500","'35,000",
"'425 Gasoline","'1,811","'3,000","'3,500",
"'435 Office Supplies","'559","'950","'950",
"'499 Other Supplies and Materials","'669","'800","'800",
"'508 Premiums on Surety Bond","'0","'0","'0",
"'524 In-Service/Staff Development","'1,149","'1,500","'1,500",
"'718 Motor Vehicles","'0","'0","'0",
"'719 Office Equipment","'1,113","'2,200","'2,200",
"'791 Other Construction","'0","'0","'0",
"'Total Planning","'161,973","'186,064","'212,064",
"'51800 County Buildings","'","'","'",
"'105 Facility Supervisor","'51,890","'53,466","'50,000",
"'166 Custodial Personnel","'25,871","'26,719","'27,788",
"'167 Maintenance Personnel","'0","'0","'45,000",
"'169 Part-Time Personnel","'1,138","'13,000","'13,000",
"'186 Longevity Pay","'0","'0","'0",
"'335 Maint and Repair-buildings","'305,625","'190,000","'210,000",
"'335-ADA Maint and Repair-buildings(ADA)","'1,537","'3,000","'3,000",
"'336 Maint and Repair-equipment","'0","'10,000","'10,000",
"'338 Maint and Repair-vehicle","'0","'3,000","'3,000",
"'355 Travel","'118","'500","'500",
"'410 Custodial Supplies","'11,804","'20,000","'20,000",
"'425 Gasoline","'1,882","'7,500","'7,500",
"'435 Office Supplies","'0","'1,000","'1,000",
"'451 Uniforms","'2,481","'3,000","'3,000",
"'599 Other Charges","'84","'1,000","'1,000",
"'718 Motor Vehicles","'0","'0","'0",
"'Total County Buildings","'402,430","'332,185","'394,788",
"'51810 Other Facilities","'","'","'",
"'307 Communication","'164,529","'140,000","'140,000",
"'347 Pest Control","'6,500","'7,000","'7,000",
"'359 Disposal Fee","'22","'1,000","'1,000",
"'415 Electricity","'134,606","'175,000","'175,000",
"'452 Utilities","'90,257","'105,000","'80,000",
"'Total Other Facilities","'395,914","'428,000","'403,000",
"'51900 Other General Administration","'","'","'",
"'189 Other Salaries and Wages","'79,181","'82,349","'85,643",
"'334 Maintenance Agreements","'16,573","'14,000","'9,000",
"'336 Maintenance and Repair-Equipment","'6,999","'9,000","'2,000",
,,,

'Confidence Scores % (Table Cell)
""'58.54492188","'94.18945313","'94.72656250","'96.53320313",
"'55.95703125","'89.99023438","'90.52734375","'92.23632813",
"'55.56640625","'89.40429688","'89.89257813","'91.60156250",
"'56.20117188","'90.38085938","'90.86914063","'92.57812500",
"'56.29882813","'90.57617188","'91.06445313","'92.77343750",
"'55.17578125","'88.81835938","'89.30664063","'90.96679688",
"'55.76171875","'89.69726563","'90.18554688","'91.89453125",
"'56.10351563","'90.23437500","'90.77148438","'92.48046875",
"'55.56640625","'89.35546875","'89.84375000","'91.55273438",
"'55.71289063","'89.64843750","'90.13671875","'91.84570313",
"'55.51757813","'89.30664063","'89.79492188","'91.50390625",
"'55.66406250","'89.55078125","'90.03906250","'91.74804688",
"'56.05468750","'90.18554688","'90.72265625","'92.43164063",
"'52.92968750","'85.10742188","'85.59570313","'87.20703125",
"'58.39843750","'93.89648438","'94.43359375","'96.24023438",
"'71.67968750","'71.67968750","'71.67968750","'71.67968750",
"'50.48828125","'81.25000000","'81.68945313","'83.25195313",
"'56.34765625","'90.62500000","'91.11328125","'92.82226563",
"'56.25000000","'90.47851563","'90.96679688","'92.67578125",
"'55.66406250","'89.55078125","'90.03906250","'91.74804688",
"'55.51757813","'89.30664063","'89.79492188","'91.50390625",
"'54.68750000","'87.93945313","'88.47656250","'90.13671875",
"'55.41992188","'89.11132813","'89.59960938","'91.30859375",
"'55.81054688","'89.79492188","'90.28320313","'91.99218750",
"'55.37109375","'89.06250000","'89.59960938","'91.25976563",
"'55.46875000","'89.25781250","'89.74609375","'91.45507813",
"'55.76171875","'89.74609375","'90.23437500","'91.94335938",
"'55.02929688","'88.57421875","'89.06250000","'90.72265625",
"'55.61523438","'89.50195313","'89.99023438","'91.69921875",
"'55.56640625","'89.40429688","'89.89257813","'91.60156250",
"'53.56445313","'86.18164063","'86.66992188","'88.33007813",
"'55.46875000","'89.20898438","'89.69726563","'91.40625000",
"'58.25195313","'93.75000000","'94.23828125","'96.04492188",
"'66.65039063","'66.65039063","'66.65039063","'66.65039063",
"'47.16796875","'75.87890625","'76.31835938","'77.78320313",
"'55.17578125","'88.81835938","'89.30664063","'90.96679688",
"'56.83593750","'91.40625000","'91.89453125","'93.65234375",
"'55.61523438","'89.50195313","'89.99023438","'91.69921875",
"'54.39453125","'87.54882813","'88.03710938","'89.69726563",
"'58.15429688","'93.60351563","'94.14062500","'95.89843750",
"'53.80859375","'53.80859375","'53.80859375","'53.80859375",
"'51.85546875","'83.39843750","'83.88671875","'85.44921875",
"'55.02929688","'88.57421875","'89.06250000","'90.72265625",
"'57.81250000","'93.01757813","'93.55468750","'95.31250000",
