"'Total Highway/Public Works Fund","'7,243,519",
"'GENERAL PURPOSE SCHOOL FUND","'",
"'71000 Instruction","'",
"'71100 Regular Instruction Program","'15,319,463",
"'71150 Alternative Instruction Program","'238,087",
"'71200 Special Education Program","'3,329,017",
"'71300 Vocational Education Program","'1,179,844",
"'72000 Support Services","'",
"'72110 Attendance","'180,519",
"'72120 Health Services","'390,722",
"'72130 Other Student Support","'1,055,415",
"'72210 Regular Instruction Program","'1,421,957",
"'72215 Alternative Instruction Program","'0",
"'72220 Special Education Program","'125,050",
"'72230 Vocational Education Program","'114,679",
"'72250 Technology","'511,826",
"'72290 Other Programs","'35,000",
"'72310 Board of Education","'684,913",
"'72320 Director of Schools","'303,453",
"'72410 Office of Principals","'1,923,819",
"'72510 Fiscal Services","'50,000",
"'72610 Operation of Plant","'2,433,500",
"'72620 Maintenance of Plant","'1,424,070",
"'72710 Transportation","'2,405,422",
"'72810 Central and Other","'257,883",
"'73000 Operation of Non-Instructional Services","'",
"'73100 Food Service","'38,571",
"'73300 Community Services","'143,813",
"'73400 Early Childhood Education","'494,196",
"'76000 Capital Outlay","'",
"'76100 Regular Capital Outlay","'690,000",
"'99100 Transfers Out","'0",
"'Total General Purpose School Fund","'34,751,219",
"'GENERAL CAFETERIA FUND","'",
"'73100 Food Services","'2,336,000",
"'Total Central Cafeteria Fund","'2,336,000",
"'GENERAL DEBT SERVICE FUND","'",
"'82110 Principal-General Government","'555,355",
"'82120 Principal-Highway and Streets","'159,100",
"'82130 Principal-Education","'1,697,424",
"'82210 Interest-General Government","'191,309",
,

'Confidence Scores % (Table Cell)
""'73.82812500","'32.15332031",
"'57.66601563","'57.66601563",
"'59.81445313","'59.81445313",
"'94.09179688","'40.96679688",
"'91.21093750","'39.72167969",
"'93.31054688","'40.64941406",
"'94.72656250","'41.25976563",
"'64.79492188","'64.79492188",
"'94.23828125","'41.04003906",
"'91.89453125","'40.01464844",
"'92.57812500","'40.30761719",
"'93.31054688","'40.64941406",
"'90.62500000","'39.47753906",
"'92.87109375","'40.42968750",
"'92.23632813","'40.16113281",
"'92.28515625","'40.18554688",
"'93.11523438","'40.55175781",
"'91.94335938","'40.03906250",
"'91.74804688","'39.96582031",
"'92.87109375","'40.42968750",
"'91.35742188","'39.77050781",
"'92.72460938","'40.38085938",
"'91.89453125","'40.01464844",
"'91.60156250","'39.89257813",
"'93.16406250","'40.57617188",
"'49.31640625","'49.31640625",
"'94.53125000","'41.16210938",
"'89.59960938","'39.01367188",
"'93.84765625","'40.86914063",
"'46.38671875","'46.38671875",
"'93.89648438","'40.89355469",
"'81.68945313","'35.57128906",
"'89.16015625","'38.81835938",
"'78.80859375","'78.80859375",
"'89.59960938","'39.01367188",
"'82.08007813","'35.74218750",
"'76.85546875","'76.85546875",
"'92.33398438","'40.20996094",
"'91.84570313","'39.99023438",
"'92.67578125","'40.35644531",
"'94.58007813","'41.18652344",
