"'mainh","'Wayne Jhomas",
"'Mark McFarlin, District 4","'Michael Wayne Thomasson, District 3",
"'BOARD ACTION: 17 Aye","'ø Nay 0 Pass 4 Absent",
"'Mark A. Bentley","'Xx COUNTY CLERK",
"'Mark Bentley, Chairman","'Casey Dorton, County Clerk 6/29/22 HICKMAN",
"'Mark A. Bentley","'",
"'Mark Mayor","'",
,

'Confidence Scores % (Table Cell)
""'32.73925781","'31.20117188",
"'26.56250000","'25.31738281",
"'32.47070313","'30.93261719",
"'39.11132813","'37.28027344",
"'20.73974609","'19.77539063",
"'19.05517578","'18.16406250",
"'32.25097656","'30.73730469",
